user ID,purchase ID,bought at,SKU,product,number of purchases,condition,global ratings,shares on social media,reviews
1185,7207,2022-03-17T03:44:18.822285,208,Speakers,1,used,1,0,57
563,7208,2022-03-17T03:44:18.822290,209,Smartphone,2,refurbished,4,4,41
1436,7209,2022-03-17T03:44:18.822295,210,Speakers,2,slightly damaged,0,1,13
62,7210,2022-03-17T03:44:18.822301,211,Camera,3,used,0,0,40
1826,7211,2022-03-17T03:44:18.822306,212,Laptop,1,slightly damaged,0,2,34
1302,7212,2022-03-17T03:44:18.822312,213,Smartphone,3,new,4,2,93
1442,7213,2022-03-17T03:44:18.822317,214,TV,3,used,2,2,31
1518,7214,2022-03-17T03:44:18.822323,215,Speakers,3,slightly damaged,2,0,17
110,7215,2022-03-17T03:44:18.822328,216,Laptop,1,like new,1,2,12
1539,7216,2022-03-17T03:44:18.822334,217,Speakers,1,refurbished,4,4,39
275,7217,2022-03-17T03:44:18.822339,218,Speakers,1,new,2,4,82
867,7218,2022-03-17T03:44:18.822345,219,Speakers,1,like new,1,2,7
194,7219,2022-03-17T03:44:18.822350,220,Smartphone,1,like new,3,2,28
1266,7220,2022-03-17T03:44:18.822356,221,Laptop,2,slightly damaged,2,1,35
496,7221,2022-03-17T03:44:18.822361,222,Smartphone,1,slightly damaged,2,0,16
78,7222,2022-03-17T03:44:18.822367,223,Laptop,1,like new,2,2,22
85,7223,2022-03-17T03:44:18.822372,224,Speakers,1,new,4,2,84
437,7224,2022-03-17T03:44:18.822377,225,TV,2,new,2,4,91
1670,7225,2022-03-17T03:44:18.822383,226,Laptop,1,slightly damaged,1,0,25
1154,7226,2022-03-17T03:44:18.822388,227,Laptop,2,refurbished,4,4,50
1235,7227,2022-03-17T03:44:18.822394,228,Camera,1,new,4,4,95
419,7228,2022-03-17T03:44:18.822399,229,Speakers,1,used,2,0,48
303,7229,2022-03-17T03:44:18.822405,230,Smartphone,3,like new,2,2,19
410,7230,2022-03-17T03:44:18.822410,231,Camera,2,new,2,4,80
1741,7231,2022-03-17T03:44:18.822416,232,Camera,2,like new,4,2,13
197,7232,2022-03-17T03:44:18.822421,233,Smartphone,1,used,2,0,32
302,7233,2022-03-17T03:44:18.822427,234,TV,3,new,2,2,83
364,7234,2022-03-17T03:44:18.822432,235,TV,2,slightly damaged,0,1,14
447,7235,2022-03-17T03:44:18.822438,236,Smartphone,3,new,2,4,88
784,7236,2022-03-17T03:44:18.822444,237,Camera,1,new,4,4,97
1192,7237,2022-03-17T03:44:18.822449,238,Speakers,1,used,0,0,52
370,7238,2022-03-17T03:44:18.822454,239,Laptop,2,slightly damaged,0,1,18
929,7239,2022-03-17T03:44:18.822460,240,Speakers,3,slightly damaged,2,1,18
1520,7240,2022-03-17T03:44:18.822465,241,Camera,2,new,4,2,88
422,7241,2022-03-17T03:44:18.822471,242,Smartphone,3,like new,4,2,10
1670,7242,2022-03-17T03:44:18.822476,243,Speakers,1,used,0,0,44
1092,7243,2022-03-17T03:44:18.822482,244,Speakers,1,used,0,2,46
1535,7244,2022-03-17T03:44:18.822488,245,Camera,2,slightly damaged,0,1,20
351,7245,2022-03-17T03:44:18.822493,246,Speakers,1,like new,2,2,22
411,7246,2022-03-17T03:44:18.822498,247,Laptop,1,like new,3,2,16
1509,7247,2022-03-17T03:44:18.822504,248,Speakers,1,like new,3,2,29
805,7248,2022-03-17T03:44:18.822509,249,TV,3,new,4,2,90
1024,7249,2022-03-17T03:44:18.822515,250,TV,3,like new,3,2,9
837,7250,2022-03-17T03:44:18.822521,251,Laptop,1,used,1,2,33
1419,7251,2022-03-17T03:44:18.822526,252,Laptop,2,new,2,4,89
1163,7252,2022-03-17T03:44:18.822531,253,Smartphone,3,new,2,4,80
1403,7253,2022-03-17T03:44:18.822537,254,Speakers,1,new,2,4,92
1213,7254,2022-03-17T03:44:18.822542,255,Laptop,2,new,2,4,96
1409,7255,2022-03-17T03:44:18.822548,256,Smartphone,1,like new,1,2,26
585,7256,2022-03-17T03:44:18.822553,257,Laptop,2,refurbished,4,4,54
1671,7257,2022-03-17T03:44:18.822559,258,Laptop,2,used,1,0,52
486,7258,2022-03-17T03:44:18.822565,259,Laptop,2,used,1,2,52
1097,7259,2022-03-17T03:44:18.822571,260,Smartphone,1,slightly damaged,1,1,20
689,7260,2022-03-17T03:44:18.822577,261,Camera,2,slightly damaged,2,0,23
1276,7261,2022-03-17T03:44:18.822582,262,Laptop,2,refurbished,4,4,46
1016,7262,2022-03-17T03:44:18.822588,263,Smartphone,1,slightly damaged,0,2,26
939,7263,2022-03-17T03:44:18.822593,264,Smartphone,1,used,2,2,56
1775,7264,2022-03-17T03:44:18.822599,265,Camera,2,refurbished,4,4,49
1699,7265,2022-03-17T03:44:18.822604,266,Laptop,2,refurbished,4,4,44
728,7266,2022-03-17T03:44:18.822610,267,Laptop,2,slightly damaged,1,2,30
1156,7267,2022-03-17T03:44:18.822615,268,Camera,2,refurbished,4,4,74
1848,7268,2022-03-17T03:44:18.822621,269,Camera,1,refurbished,4,4,56
900,7269,2022-03-17T03:44:18.822626,270,Speakers,2,slightly damaged,1,0,11
613,7270,2022-03-17T03:44:18.822632,271,TV,2,used,0,0,53
852,7271,2022-03-17T03:44:18.822637,272,Laptop,2,refurbished,4,4,47
415,7272,2022-03-17T03:44:18.822643,273,Laptop,1,used,2,0,52
344,7273,2022-03-17T03:44:18.822648,274,Laptop,1,new,4,4,100
1425,7274,2022-03-17T03:44:18.822654,275,TV,2,refurbished,4,4,61
299,7275,2022-03-17T03:44:18.822660,276,Speakers,1,new,2,4,97
986,7276,2022-03-17T03:44:18.822665,277,TV,2,refurbished,4,4,66
464,7277,2022-03-17T03:44:18.822671,278,Speakers,1,new,2,2,88
1485,7278,2022-03-17T03:44:18.822676,279,Laptop,2,slightly damaged,1,0,15
1353,7279,2022-03-17T03:44:18.822682,280,TV,2,used,1,0,32
1635,7280,2022-03-17T03:44:18.822688,281,Laptop,1,new,2,2,86
1475,7281,2022-03-17T03:44:18.822693,282,Speakers,1,like new,1,2,21
1033,7282,2022-03-17T03:44:18.822699,283,Laptop,2,refurbished,4,4,58
1824,7283,2022-03-17T03:44:18.822705,284,Speakers,1,like new,2,2,2
324,7284,2022-03-17T03:44:18.822710,285,Laptop,2,new,2,2,100
1121,7285,2022-03-17T03:44:18.822715,286,Smartphone,1,used,2,0,57
1495,7286,2022-03-17T03:44:18.822721,287,TV,2,used,2,2,30
884,7287,2022-03-17T03:44:18.822727,288,Speakers,1,new,4,2,86
1245,7288,2022-03-17T03:44:18.822732,289,Smartphone,3,new,2,2,83
1687,7289,2022-03-17T03:44:18.822738,290,Camera,3,used,0,0,49
1666,7290,2022-03-17T03:44:18.822744,291,TV,2,slightly damaged,1,2,36
1361,7291,2022-03-17T03:44:18.822749,292,Smartphone,1,slightly damaged,0,0,33
832,7292,2022-03-17T03:44:18.822755,293,Speakers,2,slightly damaged,2,1,19
1110,7293,2022-03-17T03:44:18.822761,294,Speakers,3,slightly damaged,1,0,26
1683,7294,2022-03-17T03:44:18.822766,295,Laptop,2,new,4,2,81
1833,7295,2022-03-17T03:44:18.822772,296,Smartphone,3,new,2,2,84
747,7296,2022-03-17T03:44:18.822777,297,Speakers,3,slightly damaged,0,2,12
1727,7297,2022-03-17T03:44:18.822783,298,Speakers,1,like new,1,2,14
952,7298,2022-03-17T03:44:18.822788,299,Camera,2,slightly damaged,0,1,30
1117,7299,2022-03-17T03:44:18.822794,300,TV,3,used,2,2,57
19,7300,2022-03-17T03:44:18.822799,1,TV,2,refurbished,4,4,55
1055,7301,2022-03-17T03:44:18.822805,2,Speakers,1,used,1,2,40
1108,7302,2022-03-17T03:44:18.822811,3,TV,2,new,2,2,89
610,7303,2022-03-17T03:44:18.822816,4,Laptop,2,refurbished,4,4,71
896,7304,2022-03-17T03:44:18.822822,5,Smartphone,3,like new,3,2,20
456,7305,2022-03-17T03:44:18.822827,6,Laptop,2,used,2,0,48
1328,7306,2022-03-17T03:44:18.822833,7,Camera,2,new,4,2,87
915,7307,2022-03-17T03:44:18.822838,8,Speakers,1,refurbished,4,4,36
931,7308,2022-03-17T03:44:18.822844,9,Laptop,1,like new,2,2,7
906,7309,2022-03-17T03:44:18.822849,10,TV,2,slightly damaged,0,0,24
1421,7310,2022-03-17T03:44:18.822856,11,Speakers,1,like new,3,2,23
1111,7311,2022-03-17T03:44:18.822861,12,TV,2,refurbished,4,4,75
1204,7312,2022-03-17T03:44:18.822867,13,Smartphone,1,slightly damaged,2,2,28
75,7313,2022-03-17T03:44:18.822872,14,Laptop,2,refurbished,4,4,62
1705,7314,2022-03-17T03:44:18.822878,15,Speakers,1,new,2,2,86
188,7315,2022-03-17T03:44:18.822883,16,Camera,2,like new,1,2,23
920,7316,2022-03-17T03:44:18.822890,17,Laptop,2,new,4,2,90
259,7317,2022-03-17T03:44:18.822895,18,Camera,1,slightly damaged,0,2,17
1426,7318,2022-03-17T03:44:18.822901,19,TV,3,new,4,2,83
163,7319,2022-03-17T03:44:18.822906,20,TV,2,refurbished,4,4,56
909,7320,2022-03-17T03:44:18.822912,21,Smartphone,3,new,4,2,99
1403,7321,2022-03-17T03:44:18.822917,22,Speakers,1,like new,1,2,1
318,7322,2022-03-17T03:44:18.822922,23,TV,2,used,0,0,50
1469,7323,2022-03-17T03:44:18.822928,24,Speakers,1,refurbished,4,4,41
1111,7324,2022-03-17T03:44:18.822933,25,Smartphone,1,like new,1,2,18
1358,7325,2022-03-17T03:44:18.822939,26,Laptop,1,like new,2,2,27
1416,7326,2022-03-17T03:44:18.822944,27,Speakers,1,refurbished,4,4,53
642,7327,2022-03-17T03:44:18.822950,28,Laptop,2,refurbished,4,4,67
1080,7328,2022-03-17T03:44:18.822955,29,Speakers,1,like new,2,2,10
1792,7329,2022-03-17T03:44:18.822961,30,Camera,2,slightly damaged,0,2,11
1246,7330,2022-03-17T03:44:18.822966,31,Smartphone,3,new,2,2,90
1549,7331,2022-03-17T03:44:18.822972,32,Camera,1,new,2,2,86
295,7332,2022-03-17T03:44:18.822978,33,TV,2,refurbished,4,4,37
512,7333,2022-03-17T03:44:18.822983,34,TV,2,slightly damaged,2,1,14
621,7334,2022-03-17T03:44:18.822989,35,Laptop,2,new,4,2,81
772,7335,2022-03-17T03:44:18.822995,36,Laptop,2,new,2,4,80
358,7336,2022-03-17T03:44:18.823000,37,Laptop,2,refurbished,4,4,66
1229,7337,2022-03-17T03:44:18.823006,38,Laptop,2,refurbished,4,4,44
1009,7338,2022-03-17T03:44:18.823011,39,Laptop,1,like new,3,2,30
338,7339,2022-03-17T03:44:18.823017,40,Laptop,2,refurbished,4,4,49
1543,7340,2022-03-17T03:44:18.823022,41,TV,2,slightly damaged,1,2,36
1157,7341,2022-03-17T03:44:18.823027,42,Speakers,1,refurbished,4,4,75
148,7342,2022-03-17T03:44:18.823033,43,Smartphone,1,used,0,0,41
697,7343,2022-03-17T03:44:18.823039,44,Speakers,1,used,1,2,30
309,7344,2022-03-17T03:44:18.823044,45,Laptop,1,used,0,2,50
1371,7345,2022-03-17T03:44:18.823050,46,Laptop,1,like new,1,2,24
1785,7346,2022-03-17T03:44:18.823055,47,Camera,1,new,2,4,85
265,7347,2022-03-17T03:44:18.823061,48,TV,2,refurbished,4,4,54
458,7348,2022-03-17T03:44:18.823067,49,Camera,3,like new,4,2,12
