customer_id,age,gender,income_band,income_num,n_dependents,has_mortgage,owns_car,credit_score,tenure_years,region,channel,existing_products_count,product,avg_premium,min_age,max_age,risk_category,risk_num,requires_car,requires_home,popularity_score,eligible,purchase_proba,purchased,relevance
4,32,M,Mid,1,0,1,1,768,1,West,Agent,2,Home,510,21,70,Med,1,0,1,0.65,1,0.5349,0,2
4,32,M,Mid,1,0,1,1,768,1,West,Agent,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.6405,1,2
4,32,M,Mid,1,0,1,1,768,1,West,Agent,2,Health,320,18,70,Med,1,0,0,0.85,1,0.6261,1,2
4,32,M,Mid,1,0,1,1,768,1,West,Agent,2,Life,450,18,65,High,2,0,0,0.72,1,0.547,0,2
4,32,M,Mid,1,0,1,1,768,1,West,Agent,2,Auto,280,18,70,Med,1,1,0,0.78,1,0.6247,1,2
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Life,450,18,65,High,2,0,0,0.72,1,0.5216,0,2
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Health,320,18,70,Med,1,0,0,0.85,1,0.7099,1,3
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Auto,280,18,70,Med,1,1,0,0.78,1,0.6557,1,2
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Home,510,21,70,Med,1,0,1,0.65,1,0.5912,1,2
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.732,1,3
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.4231,0,1
5,60,F,Mid,1,0,1,1,702,16,West,Agent,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.5803,1,2
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Home,510,21,70,Med,1,0,1,0.65,0,0.541,0,2
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Disability,380,25,60,Med,1,0,0,0.38,1,0.5077,0,2
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.7125,1,3
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Travel,95,18,60,Low,0,0,0,0.55,1,0.7741,1,3
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Health,320,18,70,Med,1,0,0,0.85,1,0.8819,1,3
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Life,450,18,65,High,2,0,0,0.72,1,0.7334,1,3
6,25,M,Mid,1,3,0,1,839,4,East,Agent,3,Auto,280,18,70,Med,1,1,0,0.78,1,0.5889,1,2
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.4229,0,1
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Life,450,18,65,High,2,0,0,0.72,1,0.4686,0,1
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Health,320,18,70,Med,1,0,0,0.85,1,0.2626,0,0
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Auto,280,18,70,Med,1,1,0,0.78,0,0.3505,0,1
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Home,510,21,70,Med,1,0,1,0.65,1,0.3864,0,1
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.6096,1,2
7,38,F,Mid,1,1,1,0,371,5,East,Online,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.4306,0,1
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.6039,1,2
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Disability,380,25,60,Med,1,0,0,0.38,1,0.8571,1,3
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Home,510,21,70,Med,1,0,1,0.65,1,0.7483,1,3
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Travel,95,18,60,Low,0,0,0,0.55,1,0.7481,1,3
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Auto,280,18,70,Med,1,1,0,0.78,1,0.836,1,3
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Health,320,18,70,Med,1,0,0,0.85,1,0.813,1,3
8,56,F,High,2,4,1,1,323,6,West,Agent,3,Life,450,18,65,High,2,0,0,0.72,1,0.8149,1,3
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Life,450,18,65,High,2,0,0,0.72,1,0.6201,1,2
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Health,320,18,70,Med,1,0,0,0.85,1,0.8394,1,3
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Auto,280,18,70,Med,1,1,0,0.78,0,0.6425,1,2
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Home,510,21,70,Med,1,0,1,0.65,1,0.7751,1,3
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.7296,1,3
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.6579,1,2
9,36,F,Mid,1,4,1,0,784,14,South,Online,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.6903,1,2
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Disability,380,25,60,Med,1,0,0,0.38,1,0.5954,1,2
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.4639,0,1
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Travel,95,18,60,Low,0,0,0,0.55,1,0.5777,1,2
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Home,510,21,70,Med,1,0,1,0.65,0,0.3767,0,1
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Auto,280,18,70,Med,1,1,0,0.78,0,0.6257,1,2
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Health,320,18,70,Med,1,0,0,0.85,1,0.62,1,2
10,40,F,Mid,1,2,0,0,355,18,South,Branch,3,Life,450,18,65,High,2,0,0,0.72,1,0.4042,0,1
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Life,450,18,65,High,2,0,0,0.72,1,0.4786,0,1
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Health,320,18,70,Med,1,0,0,0.85,1,0.6808,1,2
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Auto,280,18,70,Med,1,1,0,0.78,0,0.5303,0,2
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Home,510,21,70,Med,1,0,1,0.65,0,0.5363,0,2
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Travel,95,18,60,Low,0,0,0,0.55,1,0.3534,0,1
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.6326,1,2
11,28,M,Mid,1,3,0,0,522,15,South,Agent,0,Disability,380,25,60,Med,1,0,0,0.38,1,0.6143,1,2
12,28,M,High,2,2,0,1,478,12,East,Online,3,Disability,380,25,60,Med,1,0,0,0.38,1,0.6994,1,2
12,28,M,High,2,2,0,1,478,12,East,Online,3,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.6171,1,2
12,28,M,High,2,2,0,1,478,12,East,Online,3,Travel,95,18,60,Low,0,0,0,0.55,1,0.5882,1,2
12,28,M,High,2,2,0,1,478,12,East,Online,3,Home,510,21,70,Med,1,0,1,0.65,0,0.692,1,2
12,28,M,High,2,2,0,1,478,12,East,Online,3,Health,320,18,70,Med,1,0,0,0.85,1,0.858,1,3
12,28,M,High,2,2,0,1,478,12,East,Online,3,Life,450,18,65,High,2,0,0,0.72,1,0.7067,1,3
12,28,M,High,2,2,0,1,478,12,East,Online,3,Auto,280,18,70,Med,1,1,0,0.78,1,0.786,1,3
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Disability,380,25,60,Med,1,0,0,0.38,1,0.4037,0,1
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Life,450,18,65,High,2,0,0,0.72,1,0.6665,1,2
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Health,320,18,70,Med,1,0,0,0.85,1,0.5767,1,2
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Auto,280,18,70,Med,1,1,0,0.78,0,0.2151,0,0
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Home,510,21,70,Med,1,0,1,0.65,0,0.4967,0,1
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Travel,95,18,60,Low,0,0,0,0.55,1,0.4723,0,1
13,41,M,Mid,1,2,0,0,733,4,North,Online,0,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.3703,0,1
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Disability,380,25,60,Med,1,0,0,0.38,0,0.3691,0,1
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.446,0,1
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Travel,95,18,60,Low,0,0,0,0.55,0,0.3492,0,1
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Auto,280,18,70,Med,1,1,0,0.78,0,0.327,0,1
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Health,320,18,70,Med,1,0,0,0.85,1,0.2851,0,0
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Life,450,18,65,High,2,0,0,0.72,0,0.2037,0,0
14,70,M,Low,0,0,1,0,749,2,South,Agent,3,Home,510,21,70,Med,1,0,1,0.65,1,0.3497,0,1
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.8474,1,3
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Home,510,21,70,Med,1,0,1,0.65,1,0.8789,1,3
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.5642,1,2
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Health,320,18,70,Med,1,0,0,0.85,1,0.6104,1,2
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Life,450,18,65,High,2,0,0,0.72,1,0.7594,1,3
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Auto,280,18,70,Med,1,1,0,0.78,1,0.814,1,3
15,53,F,Mid,1,4,1,1,791,2,South,Online,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.7156,1,3
16,57,F,High,2,2,0,1,488,18,South,Online,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.6681,1,2
16,57,F,High,2,2,0,1,488,18,South,Online,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.7258,1,3
16,57,F,High,2,2,0,1,488,18,South,Online,2,Home,510,21,70,Med,1,0,1,0.65,0,0.7813,1,3
16,57,F,High,2,2,0,1,488,18,South,Online,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.7412,1,3
16,57,F,High,2,2,0,1,488,18,South,Online,2,Auto,280,18,70,Med,1,1,0,0.78,1,0.7389,1,3
16,57,F,High,2,2,0,1,488,18,South,Online,2,Health,320,18,70,Med,1,0,0,0.85,1,0.7392,1,3
16,57,F,High,2,2,0,1,488,18,South,Online,2,Life,450,18,65,High,2,0,0,0.72,1,0.7211,1,3
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Life,450,18,65,High,2,0,0,0.72,1,0.3437,0,1
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Health,320,18,70,Med,1,0,0,0.85,1,0.4321,0,1
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Auto,280,18,70,Med,1,1,0,0.78,1,0.6019,1,2
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Home,510,21,70,Med,1,0,1,0.65,0,0.3071,0,1
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Travel,95,18,60,Low,0,0,0,0.55,1,0.7138,1,3
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.5141,0,2
17,41,M,Low,0,0,0,1,719,13,West,Agent,0,Disability,380,25,60,Med,1,0,0,0.38,1,0.3077,0,1
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Disability,380,25,60,Med,1,0,0,0.38,0,0.3178,0,1
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.4861,0,1
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Travel,95,18,60,Low,0,0,0,0.55,1,0.4996,0,1
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Home,510,21,70,Med,1,0,1,0.65,0,0.232,0,0
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Auto,280,18,70,Med,1,1,0,0.78,0,0.2745,0,0
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Health,320,18,70,Med,1,0,0,0.85,1,0.6972,1,2
18,20,F,Low,0,3,1,0,548,15,East,Online,1,Life,450,18,65,High,2,0,0,0.72,1,0.3673,0,1
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Life,450,18,65,High,2,0,0,0.72,1,0.4636,0,1
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Health,320,18,70,Med,1,0,0,0.85,1,0.7555,1,3
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Auto,280,18,70,Med,1,1,0,0.78,1,0.7213,1,3
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Home,510,21,70,Med,1,0,1,0.65,1,0.7502,1,3
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Travel,95,18,60,Low,0,0,0,0.55,1,0.7049,1,3
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.6673,1,2
19,39,F,Low,0,2,1,1,463,16,West,Agent,1,Disability,380,25,60,Med,1,0,0,0.38,1,0.4795,0,1
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Disability,380,25,60,Med,1,0,0,0.38,0,0.4965,0,1
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.3118,0,1
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Travel,95,18,60,Low,0,0,0,0.55,0,0.3713,0,1
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Home,510,21,70,Med,1,0,1,0.65,0,0.4516,0,1
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Auto,280,18,70,Med,1,1,0,0.78,0,0.676,1,2
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Health,320,18,70,Med,1,0,0,0.85,1,0.7598,1,3
20,70,F,Mid,1,4,0,0,554,3,West,Online,3,Life,450,18,65,High,2,0,0,0.72,0,0.4906,0,1
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Life,450,18,65,High,2,0,0,0.72,1,0.576,1,2
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Health,320,18,70,Med,1,0,0,0.85,1,0.6467,1,2
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Auto,280,18,70,Med,1,1,0,0.78,0,0.3393,0,1
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Home,510,21,70,Med,1,0,1,0.65,0,0.4158,0,1
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.6527,1,2
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.4601,0,1
21,19,M,Mid,1,2,0,0,775,12,North,Agent,2,Disability,380,25,60,Med,1,0,0,0.38,0,0.4913,0,1
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Disability,380,25,60,Med,1,0,0,0.38,1,0.6254,1,2
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.5167,0,2
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Travel,95,18,60,Low,0,0,0,0.55,1,0.5342,0,2
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Home,510,21,70,Med,1,0,1,0.65,0,0.3282,0,1
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Auto,280,18,70,Med,1,1,0,0.78,1,0.5962,1,2
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Health,320,18,70,Med,1,0,0,0.85,1,0.6629,1,2
22,41,M,Mid,1,3,0,1,716,7,West,Online,1,Life,450,18,65,High,2,0,0,0.72,1,0.4496,0,1
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Life,450,18,65,High,2,0,0,0.72,1,0.6448,1,2
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Health,320,18,70,Med,1,0,0,0.85,1,0.7173,1,3
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Auto,280,18,70,Med,1,1,0,0.78,0,0.434,0,1
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Home,510,21,70,Med,1,0,1,0.65,0,0.4321,0,1
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Travel,95,18,60,Low,0,0,0,0.55,0,0.3965,0,1
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.4473,0,1
23,61,M,Mid,1,2,0,0,469,18,North,Online,2,Disability,380,25,60,Med,1,0,0,0.38,0,0.1584,0,0
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.4359,0,1
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.3638,0,1
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.4956,0,1
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Home,510,21,70,Med,1,0,1,0.65,1,0.5294,0,2
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Health,320,18,70,Med,1,0,0,0.85,1,0.7283,1,3
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Auto,280,18,70,Med,1,1,0,0.78,0,0.6818,1,2
24,47,F,Mid,1,4,1,0,616,4,West,Branch,2,Life,450,18,65,High,2,0,0,0.72,1,0.6706,1,2
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Life,450,18,65,High,2,0,0,0.72,1,0.4557,0,1
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Health,320,18,70,Med,1,0,0,0.85,1,0.406,0,1
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Auto,280,18,70,Med,1,1,0,0.78,0,0.2296,0,0
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Home,510,21,70,Med,1,0,1,0.65,0,0.2644,0,0
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Travel,95,18,60,Low,0,0,0,0.55,1,0.544,0,2
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.4496,0,1
25,55,M,Mid,1,0,0,0,473,1,South,Agent,2,Disability,380,25,60,Med,1,0,0,0.38,1,0.4658,0,1
26,19,M,High,2,4,0,0,769,14,East,Online,3,Disability,380,25,60,Med,1,0,0,0.38,0,0.5603,1,2
26,19,M,High,2,4,0,0,769,14,East,Online,3,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.4766,0,1
26,19,M,High,2,4,0,0,769,14,East,Online,3,Travel,95,18,60,Low,0,0,0,0.55,1,0.7665,1,3
26,19,M,High,2,4,0,0,769,14,East,Online,3,Home,510,21,70,Med,1,0,1,0.65,0,0.5635,1,2
26,19,M,High,2,4,0,0,769,14,East,Online,3,Auto,280,18,70,Med,1,1,0,0.78,0,0.6426,1,2
26,19,M,High,2,4,0,0,769,14,East,Online,3,Health,320,18,70,Med,1,0,0,0.85,1,0.6246,1,2
26,19,M,High,2,4,0,0,769,14,East,Online,3,Life,450,18,65,High,2,0,0,0.72,1,0.8279,1,3
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Life,450,18,65,High,2,0,0,0.72,1,0.565,1,2
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Health,320,18,70,Med,1,0,0,0.85,1,0.7482,1,3
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Auto,280,18,70,Med,1,1,0,0.78,1,0.3379,0,1
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Home,510,21,70,Med,1,0,1,0.65,1,0.5786,1,2
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Travel,95,18,60,Low,0,0,0,0.55,1,0.6636,1,2
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.339,0,1
27,38,M,Mid,1,0,1,1,644,1,West,Online,0,Disability,380,25,60,Med,1,0,0,0.38,1,0.4893,0,1
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Disability,380,25,60,Med,1,0,0,0.38,1,0.7858,1,3
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.7509,1,3
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Travel,95,18,60,Low,0,0,0,0.55,1,0.7237,1,3
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Auto,280,18,70,Med,1,1,0,0.78,0,0.7738,1,3
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Health,320,18,70,Med,1,0,0,0.85,1,0.8989,1,3
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Life,450,18,65,High,2,0,0,0.72,1,0.7858,1,3
28,50,M,High,2,1,1,0,744,10,North,Agent,3,Home,510,21,70,Med,1,0,1,0.65,1,0.6183,1,2
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.4687,0,1
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Travel,95,18,60,Low,0,0,0,0.55,1,0.4235,0,1
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Home,510,21,70,Med,1,0,1,0.65,1,0.4482,0,1
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Disability,380,25,60,Med,1,0,0,0.38,1,0.7624,1,3
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Health,320,18,70,Med,1,0,0,0.85,1,0.5932,1,2
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Life,450,18,65,High,2,0,0,0.72,1,0.6758,1,2
29,29,M,Mid,1,4,1,1,317,12,East,Agent,1,Auto,280,18,70,Med,1,1,0,0.78,1,0.5478,0,2
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Life,450,18,65,High,2,0,0,0.72,1,0.5792,1,2
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Health,320,18,70,Med,1,0,0,0.85,1,0.5738,1,2
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Auto,280,18,70,Med,1,1,0,0.78,0,0.2856,0,0
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Home,510,21,70,Med,1,0,1,0.65,1,0.5123,0,2
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Travel,95,18,60,Low,0,0,0,0.55,1,0.4367,0,1
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.3019,0,1
30,39,M,Low,0,4,1,0,369,9,North,Branch,0,Disability,380,25,60,Med,1,0,0,0.38,1,0.5409,0,2
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Travel,95,18,60,Low,0,0,0,0.55,0,0.4415,0,1
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Home,510,21,70,Med,1,0,1,0.65,1,0.6297,1,2
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Critical_Illness,600,25,60,High,2,0,0,0.4,0,0.4598,0,1
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Health,320,18,70,Med,1,0,0,0.85,1,0.4953,0,1
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Life,450,18,65,High,2,0,0,0.72,1,0.7116,1,3
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Auto,280,18,70,Med,1,1,0,0.78,0,0.276,0,0
31,61,F,Mid,1,3,1,0,637,2,South,Branch,1,Disability,380,25,60,Med,1,0,0,0.38,0,0.5508,1,2
32,42,F,Mid,1,2,0,1,826,4,West,Agent,0,Critical_Illness,600,25,60,High,2,0,0,0.4,1,0.7096,1,3
32,42,F,Mid,1,2,0,1,826,4,West,Agent,0,Disability,380,25,60,Med,1,0,0,0.38,1,0.6932,1,2
