user_id,email_id,unsubscribed,delivered at
135,72,no,2004-12-09
136,60,no,1993-06-02
137,71,no,1984-05-07
138,23,no,2007-10-30
139,99,no,1974-09-22
140,5,no,1979-02-28
141,17,no,1990-04-04
142,92,no,1999-06-11
143,87,no,2010-05-15
144,99,no,2003-12-01
145,72,no,2015-10-01
146,15,no,1977-01-01
147,38,no,2020-01-10
148,52,no,2010-02-15
149,82,no,2019-07-07
150,45,no,1974-11-26
151,37,no,1983-10-28
152,16,no,2011-08-29
153,1,no,1984-11-06
154,33,no,1989-01-27
155,49,no,2011-01-13
156,59,no,2002-05-19
157,56,no,1983-10-07
158,43,no,1983-08-06
159,95,no,1983-01-26
160,30,no,1973-07-28
161,86,no,1997-09-04
162,1,no,1976-04-05
163,12,no,2010-12-28
164,22,no,2012-10-01
165,84,no,1996-02-17
166,100,no,2010-11-12
167,28,no,1973-07-20
168,73,no,1971-01-22
169,12,no,1975-06-30
170,87,no,1970-10-25
171,56,no,1990-09-06
172,70,no,1979-09-23
173,44,no,2002-08-15
174,58,no,2016-07-22
175,93,no,2019-10-15
176,94,no,1984-08-25
177,74,no,2001-02-15
178,5,no,1996-10-10
179,3,no,2007-10-27
180,81,no,2001-09-25
181,41,no,1972-04-26
182,81,no,2007-03-17
183,16,no,1994-09-25
184,82,no,1987-01-27
185,87,no,2018-07-10
186,33,no,2013-06-01
187,97,no,1997-05-03
188,37,no,1991-06-20
189,42,no,2006-11-11
190,93,no,1989-10-07
191,89,no,2008-10-28
192,19,no,1986-11-17
193,82,no,1974-06-05
194,95,no,1976-03-22
195,68,no,2010-01-06
196,32,no,2007-05-02
197,48,no,2014-10-10
198,78,no,2006-04-15
199,80,no,2014-01-06
200,94,no,1970-08-19
201,35,no,1971-01-19
202,61,no,1974-08-30
203,27,no,2007-09-08
204,72,no,1970-09-05
205,87,no,1979-05-25
206,9,no,2020-01-15
207,4,no,1975-11-05
208,89,no,2002-05-19
209,61,no,1988-10-28
210,99,no,2011-03-31
211,10,no,2000-09-02
212,21,no,1991-12-17
213,29,no,1978-10-23
214,17,no,1981-08-11
215,32,no,1985-03-05
216,43,no,1994-09-17
217,5,no,2009-02-16
218,69,no,2008-07-23
219,84,no,2011-05-06
220,66,no,1974-05-29
221,54,no,1997-09-14
222,90,no,1999-08-31
223,18,no,1994-06-12
224,70,no,2019-03-10
225,11,no,1999-11-12
226,64,no,1980-07-24
227,83,no,1993-11-07
228,6,no,1996-04-19
229,8,no,1991-07-03
230,85,no,1987-06-05
231,94,no,2005-05-26
232,74,no,2020-09-04
233,78,no,1972-12-18
234,84,no,2012-08-13
235,45,no,1983-04-09
236,94,no,1997-04-22
237,68,no,2017-07-12
238,10,no,1984-12-07
239,75,no,1973-07-02
240,95,no,1993-06-07
241,90,no,2002-12-20
242,84,no,1994-04-03
243,23,no,2012-05-18
244,37,no,1993-07-18
245,62,no,2012-04-18
246,24,no,1986-03-27
247,89,no,2000-07-01
248,47,no,1992-11-19
249,91,no,2020-03-02
250,13,no,1983-03-25
251,35,no,1983-10-16
252,87,no,2002-05-11
253,21,no,2010-11-04
254,89,no,2017-11-11
255,66,no,2009-03-13
256,74,no,1985-06-30
257,55,no,1985-07-23
258,70,no,1998-12-22
259,91,no,1981-10-03
260,30,no,1992-12-23
261,1,no,1992-01-27
262,94,no,1971-09-03
263,95,no,1997-07-16
264,57,no,1996-03-14
265,85,no,1995-11-18
266,96,no,1998-02-16
267,56,no,1977-12-19
268,44,no,2016-10-06
269,67,no,2017-09-27
270,40,no,2012-02-16
271,25,no,1986-06-02
272,3,no,1988-09-04
273,59,no,1971-09-27
274,69,no,1970-06-13
275,53,no,1972-08-15
276,81,no,1997-10-25
277,43,no,2007-01-10
278,43,no,2016-11-02
279,11,no,1991-07-29
280,49,no,1971-11-28
281,58,no,1983-05-31
282,31,no,1980-04-10
283,74,no,2017-05-22
284,82,no,1992-01-06
285,90,no,2002-03-10
286,67,no,2009-12-06
287,26,no,1976-04-11
288,30,no,1975-04-06
289,74,no,1979-07-06
290,30,no,1980-12-01
291,61,no,1987-07-28
292,26,no,2012-09-26
293,38,no,2003-04-12
294,99,no,1973-01-19
295,27,no,1997-12-27
296,22,no,1975-04-06
297,15,no,1995-06-20
298,89,no,2017-04-29
299,25,no,1973-03-15
300,30,no,1997-05-23
301,90,no,1994-11-20
302,94,no,2008-05-14
303,76,no,1974-11-09
304,33,no,2015-06-13
305,42,no,2012-09-05
306,9,no,1980-05-30
307,29,no,1977-04-21
308,66,no,1980-12-26
309,74,no,2001-09-09
310,33,no,1982-12-23
311,66,no,1989-02-02
312,49,no,2003-03-05
313,46,no,2017-06-20
314,20,no,2011-01-01
315,4,no,1992-02-26
316,31,no,2017-06-26
317,11,no,1993-10-26
318,49,no,1989-10-31
319,94,no,1971-12-20
320,8,no,1984-11-05
321,10,no,1991-04-28
322,11,no,1993-02-05
323,11,no,2019-10-08
324,72,no,1983-12-19
325,58,no,1990-06-07
326,49,no,1992-12-11
327,71,no,1981-06-28
328,50,no,2011-08-30
329,40,no,2009-07-27
330,97,no,1979-04-29
331,75,no,1991-04-30
332,42,no,1983-03-05
333,9,no,2008-04-30
334,39,no,1998-02-17
335,27,no,1979-10-02
336,96,no,1979-09-03
337,77,no,1989-12-12
338,81,no,1993-03-06
339,42,no,2005-04-22
340,86,no,1975-11-11
341,18,no,2001-08-21
342,16,no,2011-07-15
343,58,no,1980-08-01
344,48,no,1989-07-08
345,27,no,1999-04-25
346,12,no,2000-07-25
347,87,no,1986-05-17
348,79,no,1998-05-23
349,100,no,1978-01-16
350,36,no,1996-09-16
351,46,no,1979-04-07
352,6,no,2008-04-13
353,4,no,1983-07-01
354,55,no,1984-12-08
355,97,no,1983-04-20
356,78,no,1977-06-06
357,48,no,1987-03-05
358,90,no,1999-02-23
359,10,no,1983-01-03
360,61,no,1980-03-19
361,34,no,2000-06-09
362,15,no,1996-08-15
363,38,no,1982-03-04
364,49,no,1972-12-05
365,74,no,2011-12-16
366,69,no,1973-07-15
367,6,no,2019-01-26
368,25,no,2019-08-16
369,53,no,2013-03-04
370,12,no,2018-02-24
371,27,no,1982-10-12
372,89,no,1976-02-06
373,51,no,2007-07-16
374,74,no,1992-08-20
375,97,no,1987-09-09
376,42,no,1988-05-10
377,61,no,1996-12-31
378,7,no,1983-04-21
379,80,no,2001-01-28
380,41,no,1989-10-16
381,19,no,1978-01-21
382,9,no,1975-08-04
383,84,no,1994-08-27
384,71,no,1981-11-21
385,13,no,2010-10-18
386,67,no,1983-05-20
387,26,no,2003-08-25
388,28,no,1992-12-03
389,11,no,2015-02-18
390,91,no,2013-07-04
391,67,no,2002-04-28
392,63,no,1973-10-23
393,18,no,2001-08-17
394,89,no,2008-03-17
395,36,no,2008-05-28
396,36,no,1998-09-15
397,24,no,2011-09-15
398,90,no,1972-12-10
399,16,no,1978-12-08
400,39,no,1996-12-16
401,97,no,2002-10-03
402,49,no,1997-03-20
403,96,no,1991-06-18
404,79,no,2003-04-12
405,78,no,2000-08-20
406,73,no,1980-07-05
407,88,no,1975-02-24
408,65,no,1990-08-22
409,20,no,1974-01-05
410,52,no,2007-02-08
411,32,no,1998-04-21
412,50,no,2009-11-23
413,75,no,2019-05-22
414,82,no,1980-12-01
415,7,no,1986-05-13
416,29,no,2012-12-05
417,50,no,1970-02-21
418,72,no,2017-09-08
419,60,no,2003-10-01
420,87,no,2001-07-28
421,60,no,1987-12-22
422,49,no,1982-11-26
423,59,no,1996-01-18
424,60,no,1976-10-10
425,55,no,2000-12-17
426,27,no,1991-05-16
427,34,no,1970-08-30
428,18,no,2004-04-20
429,39,no,1985-06-21
430,59,no,1983-09-10
431,19,no,1999-12-05
432,5,no,1987-08-21
433,93,no,1991-08-23
434,43,no,1973-02-21
435,80,no,1993-01-29
436,41,no,1972-08-21
437,60,no,2011-12-22
438,59,no,1998-04-19
439,7,no,1996-03-11
440,19,no,2000-03-19
441,17,no,1983-06-27
442,59,no,1987-12-29
443,67,no,1993-03-30
444,66,no,1984-12-29
445,46,no,2012-10-27
446,13,no,2016-05-01
447,79,no,1991-07-15
448,56,no,2007-02-19
449,32,no,1986-08-06
450,59,no,1973-07-03
451,3,no,2007-12-26
452,21,no,1999-07-13
453,85,no,2019-06-14
454,7,no,1996-12-16
455,94,no,1979-08-25
456,8,no,1980-01-18
457,1,no,1986-06-26
458,39,no,2007-03-21
459,34,no,1996-05-14
460,60,no,2009-08-29
461,81,no,1985-05-04
462,48,no,2008-10-21
463,81,no,2020-06-04
464,97,no,2016-05-20
465,37,no,2018-10-13
466,67,no,2002-06-07
467,96,no,1972-01-22
468,7,no,1982-02-02
469,84,no,1993-04-23
470,20,no,1999-09-29
471,39,no,2014-08-21
472,13,no,1986-07-26
473,70,no,2019-08-27
474,31,no,2006-08-11
475,96,no,1987-06-20
476,71,no,1984-12-26
477,38,no,1975-03-09
478,26,no,1984-07-16
479,41,no,1981-09-14
480,6,no,2018-10-21
481,93,no,2013-08-19
482,32,no,1996-06-02
483,32,no,1999-06-10
484,77,no,1998-02-11
485,61,no,2007-06-13
486,42,no,1982-02-17
487,32,no,2020-02-20
488,80,no,1982-05-22
489,17,no,2003-02-15
490,92,no,2011-03-23
491,7,no,2008-06-19
492,21,no,1977-06-04
493,4,no,1989-04-12
494,54,no,1991-07-20
495,5,no,2018-07-30
496,31,no,1988-12-05
497,91,no,1979-12-20
498,34,no,1987-07-28
499,74,no,2008-12-14
500,30,no,1984-04-05
501,80,no,2019-10-25
502,82,no,1980-11-20
503,43,no,2017-10-23
504,29,no,2018-01-21
505,76,no,1990-07-06
506,71,no,2008-05-17
507,37,no,2016-04-23
508,93,no,2000-03-01
509,67,no,2006-02-13
510,55,no,1978-04-12
511,54,no,1996-11-12
512,26,no,2011-08-20
513,50,no,1977-06-30
514,48,no,2010-03-15
515,60,no,2011-09-21
516,29,no,1999-04-18
517,51,no,1988-01-25
518,76,no,2011-07-07
519,25,no,1998-10-30
520,81,no,1997-02-27
521,91,no,2004-05-31
522,67,no,1971-10-11
523,27,no,1974-06-01
524,99,no,1975-10-11
525,24,no,1979-08-09
526,94,no,1980-12-04
527,70,no,1976-07-27
528,50,no,1990-03-04
529,89,no,1989-12-03
530,32,no,2020-05-31
531,66,no,1975-11-13
532,79,no,1996-05-28
533,50,no,1988-02-01
534,91,no,1982-04-04
535,90,no,2013-03-10
536,25,no,2015-01-08
537,64,no,1996-05-06
538,5,no,1998-01-10
539,88,no,1976-02-18
540,66,no,2000-06-11
541,99,no,1971-03-22
542,15,no,1996-01-31
543,85,no,1970-10-08
544,11,no,1986-02-14
545,45,no,2000-03-07
546,81,no,1989-12-31
547,88,no,2007-10-14
548,72,no,1982-09-27
549,51,no,1996-03-21
550,23,no,1977-12-26
551,91,no,1988-10-04
552,3,no,1980-10-19
553,14,no,2001-08-04
554,21,no,1995-10-20
555,87,no,1988-02-05
556,56,no,2011-05-30
557,12,no,1990-02-07
558,13,no,1987-09-01
559,88,no,1973-03-10
560,81,no,1978-05-09
561,69,no,1986-02-17
562,68,no,1972-09-06
563,17,no,1971-10-08
564,17,no,1983-07-14
565,31,no,1985-10-19
566,73,no,1996-09-26
567,24,no,1970-12-28
568,40,no,1986-04-22
569,63,no,2008-11-28
570,54,no,2003-10-07
571,94,no,1980-06-26
572,12,no,2011-08-12
573,14,no,2000-06-27
574,64,no,2008-11-28
575,19,no,2002-01-22
576,2,no,2012-02-11
577,79,no,1982-03-29
578,60,no,1972-06-09
579,62,no,1992-09-11
580,31,no,1980-05-31
581,5,no,2010-12-21
582,61,no,1975-02-14
583,7,no,1976-08-01
584,66,no,1976-06-10
585,2,no,2020-10-15
586,87,no,1988-01-31
587,99,no,1994-05-16
588,34,no,2000-08-24
589,88,no,1991-06-18
590,91,no,2007-02-26
591,90,no,2019-12-23
592,86,no,1983-01-13
593,64,no,2013-10-17
594,54,no,2008-01-28
595,52,no,2003-05-01
596,87,no,1976-06-03
597,93,no,2003-07-22
598,58,no,1997-02-15
599,89,no,1973-11-14
600,4,no,2006-06-24
601,89,no,2019-04-22
602,23,no,1989-12-22
603,75,no,1980-10-11
604,90,no,1972-05-10
605,58,no,1970-12-31
606,18,no,1990-10-12
607,26,no,1991-04-30
608,40,no,2017-03-26
609,26,no,2007-03-30
610,41,no,1982-12-07
611,28,no,2009-03-17
612,92,no,2001-02-02
613,89,no,1980-11-02
614,5,no,1973-09-02
615,41,no,2009-10-29
616,81,no,1975-03-31
617,47,no,2003-08-08
618,25,no,2012-03-10
619,76,no,2013-05-29
620,51,no,1996-07-13
621,56,no,1985-04-17
622,68,no,1996-05-19
623,4,no,1970-10-05
624,14,no,1992-02-27
625,87,no,1991-05-24
626,61,no,1972-10-11
627,96,no,1992-08-23
628,22,no,1975-11-12
629,72,no,2000-03-01
630,42,no,2018-07-27
631,13,no,1998-07-19
632,47,no,1987-11-11
633,75,no,1998-03-30
634,83,no,1972-06-08
635,86,no,1987-09-19
636,64,no,2000-11-13
637,40,no,2010-06-08
638,54,no,1991-04-26
639,71,no,1994-03-26
640,27,no,1973-02-28
641,2,no,2003-03-05
642,41,no,1981-09-20
643,66,no,1999-09-10
644,97,no,1977-04-23
645,38,no,2017-10-07
646,63,no,1975-11-30
647,6,no,1996-09-27
648,13,no,1995-07-20
649,52,no,1983-07-27
650,61,no,1973-07-14
651,94,no,1974-07-17
652,89,no,1993-03-16
653,59,no,1981-03-22
654,2,no,1978-06-01
655,66,no,1970-11-03
656,92,no,1998-01-19
657,43,no,1988-05-08
658,19,no,1995-07-26
659,35,no,1982-03-25
660,24,no,1971-02-02
661,68,no,1977-12-03
662,99,no,2017-03-18
663,9,no,1983-03-21
664,18,no,1977-01-19
665,84,no,1989-03-08
666,76,no,2006-11-04
667,3,no,2018-11-26
668,14,no,1984-09-15
669,38,no,1982-03-12
670,14,no,1976-04-11
671,36,no,1978-05-02
672,94,no,1986-06-07
673,96,no,1973-02-20
674,75,no,1990-11-18
675,65,no,2019-02-10
676,79,no,1992-12-28
677,7,no,1978-10-20
678,26,no,2016-08-18
679,18,no,2000-08-11
680,98,no,2006-08-28
681,21,no,1995-07-08
682,11,no,2008-11-20
683,68,no,2015-03-22
684,28,no,2006-09-05
685,90,no,2001-12-05
686,26,no,1976-11-25
687,80,no,1980-06-11
688,63,no,1989-10-31
689,29,no,1971-08-18
690,71,no,1983-08-30
691,77,no,1999-03-16
692,57,no,2009-11-07
693,33,no,1982-02-11
694,59,no,2019-10-13
695,36,no,1989-05-18
696,15,no,2006-07-31
697,1,no,1979-03-01
698,47,no,1983-05-07
699,62,no,1989-03-09
700,46,no,1973-09-24
701,40,no,1986-03-28
702,16,no,1970-06-13
703,88,no,1994-01-14
704,17,no,1982-01-30
705,73,no,2019-10-24
706,9,no,2019-02-07
707,5,no,2002-07-28
708,65,no,2006-04-03
709,8,no,1987-01-06
710,14,no,1993-12-04
711,47,no,1995-05-25
712,58,no,2014-05-02
713,47,no,2012-09-18
714,99,no,1972-03-12
715,28,no,2000-12-01
716,24,no,2003-04-05
717,65,no,1982-03-12
718,14,no,1980-11-29
719,96,no,1974-03-26
720,78,no,2003-09-12
721,16,no,1970-08-12
722,97,no,1988-10-02
723,95,no,1999-08-19
724,93,no,1993-07-03
725,73,no,1988-08-10
726,49,no,1974-04-27
727,20,no,1996-08-27
728,71,no,2008-01-04
729,4,no,2011-02-20
730,73,no,1982-03-20
731,79,no,1986-12-11
732,56,no,2001-11-02
733,82,no,1980-01-29
734,79,no,2001-05-11
735,1,no,1993-02-24
736,50,no,1989-05-01
737,60,no,1995-01-28
738,11,no,1974-02-19
739,48,no,1996-07-15
740,46,no,2006-02-03
741,88,no,2008-10-19
742,12,no,1988-07-17
743,87,no,2007-11-04
744,97,no,1986-11-13
745,67,no,1998-05-09
746,95,no,1993-07-31
747,83,no,1992-10-14
748,3,no,1992-07-26
749,8,no,2003-04-22
750,89,no,2019-01-01
751,56,no,1989-01-11
752,24,no,1970-10-23
753,70,no,1979-05-09
754,5,no,2005-06-02
755,7,no,1987-10-10
756,6,no,2001-04-21
757,89,no,1978-04-01
758,27,no,2008-05-28
759,75,no,1989-06-14
760,16,no,1975-05-23
761,37,no,2017-10-21
762,83,no,1986-10-09
763,70,no,1981-02-16
764,65,no,2019-10-06
765,6,no,2013-03-22
766,49,no,1998-06-19
767,41,no,1974-06-09
768,58,no,1979-05-28
769,34,no,1977-01-30
770,72,no,1983-10-05
771,79,no,2002-07-30
772,89,no,1970-07-25
773,86,no,2001-12-03
774,90,no,2018-04-26
775,6,no,2002-07-25
776,17,no,2014-07-13
777,91,no,2007-07-21
778,97,no,2012-08-04
779,32,no,2005-05-08
780,93,no,1999-05-14
781,53,no,1980-05-13
782,52,no,1981-12-09
783,70,no,1980-03-23
784,73,no,1987-01-31
785,86,no,2002-08-25
786,86,no,2010-11-11
787,84,no,1998-03-04
788,24,no,2002-10-05
789,20,no,1990-03-25
790,48,no,1995-10-04
791,4,no,2016-01-28
792,60,no,1994-10-15
793,69,no,1999-08-07
794,20,no,2018-05-01
795,26,no,2009-07-01
796,18,no,1991-08-03
797,88,no,1995-05-19
798,92,no,1989-08-25
799,91,no,2011-01-11
800,83,no,2011-03-20
801,58,no,1991-02-16
802,39,no,2010-08-21
803,96,no,2006-05-23
804,49,no,1972-01-08
805,61,no,2018-08-07
806,38,no,1978-02-10
807,72,no,1976-09-08
808,19,no,1979-11-18
809,5,no,2003-02-10
810,14,no,1979-09-19
811,82,no,1970-04-03
812,75,no,2000-02-24
813,31,no,1974-10-16
814,34,no,1970-11-04
815,41,no,1982-09-30
816,96,no,1989-06-05
817,23,no,2010-07-20
818,16,no,2010-09-22
819,72,no,1974-12-08
820,11,no,1981-11-01
821,43,no,1984-03-30
822,63,no,1979-03-29
823,86,no,1982-11-22
824,54,no,1997-10-12
825,27,no,1979-09-28
826,49,no,1985-04-30
827,85,no,1981-03-18
828,96,no,1973-02-11
829,11,no,2020-09-21
830,30,no,2002-07-25
831,96,no,1986-05-22
832,96,no,2006-07-09
833,2,no,2018-05-05
834,17,no,1981-12-30
835,5,no,1996-07-29
836,60,no,1992-04-16
837,8,no,2017-12-17
838,48,no,2019-07-01
839,16,no,1990-03-16
840,52,no,1988-08-27
841,47,no,1974-10-28
842,92,no,2001-01-09
843,28,no,2020-05-15
844,7,no,2016-07-01
845,53,no,2016-04-01
846,51,no,1997-05-28
847,83,no,1974-03-16
848,5,no,1993-04-03
849,39,no,2005-12-30
850,36,no,2015-06-19
851,26,no,2012-06-18
852,61,no,1984-04-22
853,96,no,1971-01-14
854,50,no,1992-05-17
855,90,no,1983-01-30
856,69,no,1998-04-13
857,50,no,2003-04-07
858,42,no,1979-06-03
859,81,no,1982-06-11
860,38,no,1981-07-16
861,86,no,1998-01-01
862,65,no,1977-05-04
863,85,no,1998-08-07
864,19,no,2014-09-07
865,69,no,1992-03-03
866,29,no,2001-06-26
867,99,no,1983-12-07
868,34,no,1976-03-02
869,39,no,1973-04-17
870,11,no,1992-02-04
871,55,no,1999-04-09
872,37,no,2005-12-27
873,89,no,1979-03-24
874,72,no,1983-04-06
875,99,no,2000-06-19
876,59,no,2013-01-22
877,62,no,2010-09-27
878,42,no,2004-07-04
879,73,no,2001-04-23
880,37,no,1994-09-08
881,92,no,1992-12-18
882,69,no,2003-08-17
883,46,no,1997-03-02
884,99,no,2001-05-30
885,38,no,1999-03-09
886,65,no,2016-07-09
887,33,no,1989-03-25
888,24,no,1995-08-14
889,50,no,1989-02-28
890,59,no,2008-11-06
891,82,no,2018-05-09
892,54,no,2004-02-03
893,9,no,1994-11-22
894,12,no,1976-02-16
895,7,no,2009-02-03
896,64,no,1978-08-28
897,2,no,1984-08-08
898,94,no,1994-12-12
899,36,no,2007-08-25
900,85,no,1994-09-27
901,7,no,1984-10-16
902,64,no,2019-02-12
903,41,no,1972-01-04
904,3,no,2006-11-19
905,54,no,1984-12-01
906,48,no,1994-07-12
907,13,no,1984-04-06
908,9,no,2006-12-16
909,22,no,2017-12-08
910,77,no,1987-06-23
911,100,no,2018-06-08
912,53,no,1989-02-24
913,34,no,1981-02-02
914,91,no,1994-10-19
915,69,no,1998-03-02
916,88,no,2008-07-14
917,13,no,1973-12-03
918,28,no,1996-06-05
919,81,no,1978-10-14
920,23,no,2004-01-15
921,1,no,2004-06-22
922,52,no,2010-05-15
923,26,no,1998-02-15
924,14,no,1984-09-09
925,94,no,1970-12-19
926,62,no,2005-06-29
927,24,no,1996-03-21
928,61,no,2004-12-12
929,49,no,2004-06-07
930,46,no,2005-05-24
931,77,no,1970-04-20
932,76,no,1991-10-30
933,1,no,1985-02-21
934,63,no,1970-12-09
935,73,no,1974-09-03
936,11,no,1977-10-03
937,86,no,1970-04-26
938,85,no,2009-01-17
939,17,no,1994-07-18
940,84,no,2014-01-03
941,89,no,2010-01-07
942,62,no,1976-12-11
943,38,no,1975-08-20
944,14,no,1972-12-30
945,32,no,2016-01-27
946,61,no,2000-09-25
947,99,no,2017-03-02
948,84,no,1987-10-18
949,64,no,1982-09-30
950,21,no,2000-11-05
951,24,no,1983-01-20
952,80,no,1972-03-08
953,100,no,2004-11-08
954,98,no,1981-10-22
955,92,no,2007-03-07
956,77,no,1994-07-10
957,29,no,1992-09-01
958,32,no,1998-06-21
959,86,no,1974-01-28
960,77,no,1987-11-18
961,28,no,2013-12-07
962,42,no,2020-06-25
963,72,no,1979-04-05
964,12,no,1993-05-14
965,98,no,2014-03-27
966,75,no,1984-03-12
967,45,no,1985-10-14
968,55,no,1970-09-26
969,30,no,1998-11-07
970,56,no,1987-03-04
971,8,no,1979-03-10
972,54,no,1970-06-18
973,39,no,1977-03-16
974,26,no,1975-05-09
975,95,no,1993-06-26
976,81,no,2001-05-27
977,83,no,1978-04-29
978,80,no,2009-01-26
979,28,no,2011-07-24
980,89,no,2003-07-06
981,46,no,1995-02-21
982,19,no,2000-05-07
983,21,no,1995-03-11
984,42,no,1975-12-12
985,94,no,1975-08-13
986,45,no,1985-08-10
987,18,no,1977-03-01
988,92,no,2002-08-15
989,83,no,1988-07-12
990,54,no,1975-01-24
991,20,no,2015-08-25
992,65,no,1995-02-17
993,38,no,1985-02-28
994,16,no,1970-06-25
995,80,no,1975-09-11
996,91,no,2008-01-15
997,3,no,2002-10-28
998,4,no,2012-06-30
999,9,no,1988-01-21
1000,32,no,1975-02-19
1001,11,no,2003-09-28
1002,88,no,1992-10-22
1003,6,no,2010-12-04
1004,20,no,1978-10-07
1005,57,no,1970-10-28
1006,17,no,2002-08-30
1007,66,no,2005-06-20
1008,53,no,2018-09-22
1009,97,no,2002-05-30
1010,22,no,2014-04-18
1011,91,no,1999-02-20
1012,14,no,2017-12-30
1013,30,no,1973-08-18
1014,51,no,2005-06-28
1015,99,no,1982-10-03
1016,15,no,1997-05-19
1017,72,no,1988-02-23
1018,29,no,1993-12-20
1019,13,no,1983-12-06
1020,71,no,2003-11-27
1021,97,no,1986-04-19
1022,1,no,1996-08-03
1023,83,no,1985-12-13
1024,37,no,1983-11-27
1025,27,no,2008-06-17
1026,85,no,2005-03-07
1027,53,no,1976-10-27
1028,51,no,2016-10-15
1029,82,no,2002-05-21
1030,33,no,1979-02-05
1031,91,no,1996-03-15
1032,2,no,1994-07-05
1033,15,no,1976-02-24
1034,90,no,1997-03-15
1035,99,no,1977-04-13
1036,36,no,2008-07-25
1037,6,no,1980-06-15
1038,25,no,1977-05-19
1039,86,no,1995-09-04
1040,54,no,2011-05-31
1041,82,no,2019-03-05
1042,87,no,2016-12-14
1043,25,no,2012-05-06
1044,97,no,1973-11-21
1045,3,no,2003-02-18
1046,2,no,1998-08-01
1047,10,no,2006-06-04
1048,62,no,2007-09-24
1049,42,no,1984-03-11
1050,51,no,1988-02-15
1051,66,no,1978-11-24
1052,4,no,1983-04-17
1053,77,no,1994-01-23
1054,53,no,1982-02-11
1055,42,no,1988-11-24
1056,94,no,1985-06-06
1057,34,no,1979-05-19
1058,96,no,1986-02-12
1059,2,no,1986-10-28
1060,85,no,1983-05-02
1061,2,no,2001-01-04
1062,5,no,1993-12-23
1063,4,no,1972-07-27
1064,64,no,1985-07-13
1065,59,no,1981-03-15
1066,29,no,1979-11-18
1067,70,no,2008-06-22
1068,44,no,2011-08-05
